SUBSTANCES, s ˈɐ b s t ə n s ɪ z
SUBSTITUTE, s ˈɐ b s t ɪ t ˌjuː t
SUCKING, s ˈɐ k ɪ ŋ
SUCKS, s ˈɐ k s
SUDAN, s uː d ˈɑː n
SUITES, s w ˈiː t s
SULLIVAN, s ˈɐ l ɪ v ə n
SUNGLASSES, s ˈɐ n g l ˌɑː s ɪ z
SUNSET, s ˈɐ n s ˌɛ t
SUPERVISOR, s ˈuː p ə v ˌaɪ z ə
SUPPLEMENT(1), s ˈɐ p l ɪ m ə n t
SUPPLEMENT(2), s ɐ p l ɪ m ˈɛ n t
SUPPLEMENTS(1), s ˈɐ p l ɪ m ə n t s
SUPPLEMENTS(2), s ɐ p l ɪ m ˈɛ n t s
SUPPLIER, s ə p l ˈaɪ ə
SUPPORTS, s ə p ˈɔː t s
SURF, s ˈɜː f
SURFACES, s ˈɜː f ə s ɪ z
SURFING, s ˈɜː f ɪ ŋ
SURGICAL, s ˈɜː dʒ ɪ k ə l
SURPLUS, s ˈɜː p l ə s
SURROUNDING, s ə ɹ ˈaʊ n d ɪ ŋ
SURVEILLANCE, s ə v ˈeɪ l ə n s
SUSPENDED, s ə s p ˈɛ n d ɪ d
SUSPENSION, s ə s p ˈɛ n ʃ ə n
SUSTAINABLE, s ə s t ˈeɪ n ə b ə l
SUSTAINED, s ə s t ˈeɪ n d
SUZUKI, s ə z ˈuː k iː
SWEDISH, s w ˈiː d ɪ ʃ
SWINGERS, s w ˈɪ ŋ ə z
SWORD, s ˈɔː d
SYDNEY, s ˈɪ d n iː
SYMANTEC, s ɪ m ˈæ n t ˌɛ k
SYMBOLS, s ˈɪ m b ə l z
SYMPHONY, s ˈɪ m f ə n iː
SYMPOSIUM, s ɪ m p ˈəʊ z ɪə m
SYNDICATE(1), s ˈɪ n d ɪ k ə t
SYNDICATE(2), s ˈɪ n d ɪ k ˌeɪ t
SYNDICATION, s ˌɪ n d ɪ k ˈeɪ ʃ ə n
SYNDROME, s ˈɪ n d ɹ ˌəʊ m
SYNOPSIS, s ɪ n ˈɒ p s ɪ s
SYNTAX, s ˈɪ n t ˌæ k s
SYNTHESIS, s ˈɪ n θ ɪ s ɪ s
SYRIA, s ˈɪə ɹ ɪə
TAB, t ˈæ b
TABS, t ˈæ b z
TAG, t ˈæ g
TAGGED, t ˈæ g d
TAGS, t ˈæ g z
TAIWAN, t aɪ w ˈɑː n
TAMPA, t ˈæ m p ə
TAN, t ˈæ n
TANKS, t ˈæ ŋ k s
TANZANIA, t ˌæ n z ə n ˈɪə
TARGETED, t ˈɑː g ɪ t ɪ d
TECHNICIAN, t ɛ k n ˈɪ ʃ ə n
TECHNO, t ˈɛ k n əʊ
TEEN, t ˈiː n
TEENAGE, t ˈiː n ˌeɪ dʒ
TEENS, t ˈiː n z
TELECOMMUNICATIONS, t ˌɛ l ɪ k ə m ˌjuː n ɪ k ˈeɪ ʃ ə n z
TEMPLE, t ˈɛ m p ə l
TENDER, t ˈɛ n d ə
TENNESSEE, t ˌɛ n ə s ˈiː
TERMINAL, t ˈɜː m ɪ n ə l
TERMINATION, t ə m ɪ n ˈeɪ ʃ ə n
TERRITORIES, t ˈɛ ɹ ɪ t ə ɹ iː z
TERROR, t ˈɛ ɹ ə
TERRORISM, t ˈɛ ɹ ə ɹ ˌɪ z ə m
TERRORIST, t ˈɛ ɹ ə ɹ ɪ s t
TERRORISTS, t ˈɛ ɹ ə ɹ ɪ s t s
TESTAMENT, t ˈɛ s t ə m ə n t
TESTIMONIALS, t ˌɛ s t ɪ m ˈəʊ n ɪə l z
TESTIMONY, t ˈɛ s t ɪ m ə n iː
TEXAS, t ˈɛ k s ə s
TEXTBOOKS, t ˈɛ k s t b ˌʊ k s
THAILAND, t ˈaɪ l ˌæ n d
THEATER, θ ˈɪə t ə
THEATERS, θ ˈɪə t ə z
THEOREM, θ ˈɪə ɹ ə m
THERAPEUTIC, θ ˌɛ ɹ ə p ˈjuː t ɪ k
THEREOF, ð ɛə ɹ ˈɒ v
THERMAL, θ ˈɜː m ə l
THESAURUS, θ ə s ˈɔː ɹ ə s
THESIS, θ ˈiː s ɪ s
THOMPSON(1), t ˈɒ m p s ə n
THOMPSON(2), t ˈɒ m s ə n
THONG, θ ˈɒ ŋ
THREAD, θ ɹ ˈɛ d
THREADED, θ ɹ ˈɛ d ɪ d
THREADS, θ ɹ ˈɛ d z
THREATS, θ ɹ ˈɛ t s
THREESOME, θ ɹ ˈiː s ə m
THRESHOLD, θ ɹ ˈɛ ʃ ˌəʊ l d
THROWS, θ ɹ ˈəʊ z
THRU, θ ɹ ˈuː
THUMBNAIL, θ ˈɐ m n ˌeɪ l
THUMBS, θ ˈɐ m z
TIER, t ˈɪə
TIGERS, t ˈaɪ g ə z
TIMELY, t ˈaɪ m l iː
TIMER, t ˈaɪ m ə
TIRE, t ˈaɪ ə
TIRES, t ˈaɪ ə z
TITANS, t ˈaɪ t ə n z
TOBACCO, t ə b ˈæ k ˌəʊ
TODD, t ˈɒ d
TOKYO, t ˈəʊ k ɪ əʊ
TOLERANCE, t ˈɒ l ə ɹ ə n s
TOLL, t ˈəʊ l
TONER, t ˈəʊ n ə
TONES, t ˈəʊ n z
TONS, t ˈɐ n z
TOOLBAR, t ˈuː l b ˈɑː
TOOLBOX, t ˈuː l b ˌɒ k s
TOPLESS, t ˈɒ p l ə s
TORONTO, t ə ɹ ˈɒ n t əʊ
TORTURE, t ˈɔː tʃ ə
TOSHIBA, t əʊ ʃ ˈiː b ə
TOTALS, t ˈəʊ t ə l z
TOURISM, t ˈʊə ɹ ˌɪ z ə m
TOURNAMENTS, t ˈɜː n ə m ə n t s
TOURS, t ˈʊə z
TOWARD, t ə w ˈɔː d
TOWERS, t ˈaʊ ə z
TOWNSHIP, t ˈaʊ n ʃ ɪ p
TOXIC, t ˈɒ k s ɪ k
TOYOTA, t əʊ j ˈəʊ t ə
TRACE, t ɹ ˈeɪ s
TRACKED, t ɹ ˈæ k t
TRACKER, t ɹ ˈæ k ə
TRACKING, t ɹ ˈæ k ɪ ŋ
TRADEMARK, t ɹ ˈeɪ d m ˌɑː k
TRADEMARKS, t ɹ ˈeɪ d m ˌɑː ɹ k s
TRADES, t ɹ ˈeɪ d z
TRADING, t ɹ ˈeɪ d ɪ ŋ
TRAIL, t ɹ ˈeɪ l
TRAILERS, t ɹ ˈeɪ l ə z
TRAILS, t ɹ ˈeɪ l z
TRAINER, t ɹ ˈeɪ n ə
TRANCE, t ɹ ˈɑː n s
TRANS, t ɹ ˈæ n z
TRANSCRIPT, t ɹ ˈæ n s k ɹ ˌɪ p t
TRANSFERS(1), t ɹ ˈæ n s f ɜː z
TRANSFERS(2), t ɹ æ n s f ˈɜː z
TRANSFORM(1), t ɹ æ n s f ˈɔː m
TRANSFORM(2), t ɹ ˈæ n s f ˌɔː m
TRANSIT, t ɹ ˈæ n z ɪ t
TRANSLATE, t ɹ æ n s l ˈeɪ t
TRANSLATED, t ɹ æ n s l ˈeɪ t ɪ d
TRANSMITTED, t ɹ æ n s m ˈɪ t ɪ d
TRANSPARENT, t ɹ æ n s p ˈæ ɹ ə n t
TRANSPORTATION, t ɹ ˌæ n s p ə t ˈeɪ ʃ ə n
TRAP, t ɹ ˈæ p
TRASH, t ɹ ˈæ ʃ
TRAVELER, t ɹ ˈæ v ə l ə
TRAVELERS, t ɹ ˈæ v ə l ə z
TRAVELING, t ɹ ˈæ v ə l ɪ ŋ
TREASURE, t ɹ ˈɛ ʒ ə
TREASURER, t ɹ ˈɛ ʒ ə ɹ ə
TREATMENTS, t ɹ ˈiː t m ə n t s
TREK, t ɹ ˈɛ k
TRIBAL, t ɹ ˈaɪ b ə l
TRIBE, t ɹ ˈaɪ b
TRIBUNE, t ɹ ˈɪ b juː n
TRIBUTE, t ɹ ˈɪ b juː t
TRIGGER, t ɹ ˈɪ g ə
TRIM, t ɹ ˈɪ m
TRINIDAD, t ɹ ˈɪ n ɪ d ˌæ d
TRINITY, t ɹ ˈɪ n ɪ t iː
TRIO, t ɹ ˈiː ˌəʊ
TRIPS, t ɹ ˈɪ p s
TRUCKS, t ɹ ˈɐ k s
TRUSTED, t ɹ ˈɐ s t ɪ d
TRUSTEES, t ɹ ˌɐ s t ˈiː z
TUBES, t ˈjuː b z
TUCSON, t ˈuː s ˌɒ n
TUITION, t juː ˈɪ ʃ ə n
TUMOR, t ˈjuː m ə
TUNING, t ˈjuː n ɪ ŋ
TURBO, t ˈɜː b əʊ
TURKISH, t ˈɜː k ɪ ʃ
TURNER, t ˈɜː n ə
TUTORIAL, t juː t ˈɔː ɹ ɪə l
TUTORIALS, t juː t ˈɔː ɹ ɪə l z
TYLER, t ˈaɪ l ə
UGANDA, juː g ˈæ n d ə
UKRAINE, juː k ɹ ˈeɪ n
ULTRA, ˈɐ l t ɹ ə
UNAVAILABLE, ˌɐ n ə v ˈeɪ l ə b ə l
UNDEFINED, ˌɐ n d ɪ f ˈaɪ n d
UNDERGRADUATE, ˌɐ n d ə g ɹ ˈæ d jʊə t
UNDERGROUND, ˈɐ n d ə g ɹ ˌaʊ n d
UNIFIED, ˈjuː n ɪ f ˌaɪ d
UNLIMITED, ɐ n l ˈɪ m ɪ t ɪ d
UNSIGNED, ɐ n s ˈaɪ n d
UNSUBSCRIBE, ɐ n s ə b s k ɹ ˈaɪ b
UNTO, ˈɐ n t uː
UPCOMING, ˈɐ p k ˌɐ m ɪ ŋ
UPDATE(1), ˈɐ p d ˌeɪ t
UPDATE(2), ɐ p d ˈeɪ t
UPDATED, ɐ p d ˈeɪ t ɪ d
UPDATES(1), ˈɐ p d ˌeɪ t s
UPDATES(2), ɐ p d ˈeɪ t s
UPDATING, ɐ p d ˈeɪ t ɪ ŋ
UPGRADE(1), ˈɐ p g ɹ ˌeɪ d
UPGRADE(2), ɐ p g ɹ ˈeɪ d
UPGRADES(1), ˈɐ p g ɹ ˌeɪ d z
UPGRADES(2), ɐ p g ɹ ˈeɪ d z
UPLOAD, ˈɐ p l ˌəʊ d
UPLOADED, ˈɐ p l ˌəʊ d ɪ d
URUGUAY, ˈjʊə ɹ ə g w ˌaɪ
USAGE, ˈjuː s ɪ dʒ
UTAH(1), ˈjuː t ˌɑː
UTAH(2), ˈjuː t ˌɔː
UTILITIES, juː t ˈɪ l ɪ t iː z
UTILITY, juː t ˈɪ l ɪ t iː
VACATION(1), v eɪ k ˈeɪ ʃ ə n
VACATION(2), v ə k ˈeɪ ʃ ə n
VACATIONS(1), v eɪ k ˈeɪ ʃ ə n z
VACATIONS(2), v ə k ˈeɪ ʃ ə n z
VACCINE, v ˈæ k s iː n
VALENTINE, v ˈæ l ə n t ˌaɪ n
VALIDATION, v ˌæ l ɪ d ˈeɪ ʃ ə n
VALIUM, v ˈæ l ɪə m
VALVE, v ˈæ l v
VANCOUVER, v æ n k ˈuː v ə
VARIABLE, v ˈɛə ɹ ɪə b ə l
VARIED, v ˈɛə ɹ ɪ d
VECTOR, v ˈɛ k t ə
VEGAS, v ˈeɪ g ə s
VELOCITY, v ə l ˈɒ s ɪ t iː
VENDOR, v ˈɛ n d ə
VENDORS, v ˈɛ n d ə z
VENEZUELA, v ˌɛ n ɪ z w ˈeɪ l ə
VENUE, v ˈɛ n juː
VENUES, v ˈɛ n uː z
VERIFICATION, v ˌɛ ɹ ɪ f ɪ k ˈeɪ ʃ ə n
VERIFIED, v ˈɛ ɹ ɪ f ˌaɪ d
VERIFY, v ˈɛ ɹ ɪ f ˌaɪ
VERMONT, v ə m ˈɒ n t
VERSUS, v ˈɜː s ə s
VESSEL, v ˈɛ s ə l
VETERAN, v ˈɛ t ə ɹ ə n
VETERANS, v ˈɛ t ə ɹ ə n z
VETERINARY, v ˈɛ t ə ɹ ɪ n ə ɹ iː
VIAGRA, v aɪ ˈæ g ɹ ə
VIBRATOR, v ˈaɪ b ɹ eɪ t ə
VICTOR, v ˈɪ k t ə
VIENNA, v ɪ ˈɛ n ə
VIEWED, v ˈjuː d
VIEWER, v ˈjuː ə
VIEWING, v ˈjuː ɪ ŋ
VILLAS, v ˈɪ l ə z
VINTAGE, v ˈɪ n t ɪ dʒ
VINYL, v ˈaɪ n ə l
VIOLATION, v aɪ ə l ˈeɪ ʃ ə n
VIOLATIONS, v aɪ ə l ˈeɪ ʃ ə n z
VIRGIN, v ˈɜː dʒ ɪ n
VIRGINIA, v ə dʒ ˈɪ n j ə
VIRTUAL, v ˈɜː tʃ ʊə l
VIRUSES, v ˈaɪ ɹ ə s ɪ z
VISA, v ˈiː z ə
VISIBILITY, v ˌɪ z ɪ b ˈɪ l ɪ t iː
VISTA, v ˈɪ s t ə
VITAMINS, v ˈɪ t ə m ə n z
VOCAL, v ˈəʊ k ə l
VOCALS, v ˈəʊ k ə l z
VOCATIONAL, v əʊ k ˈeɪ ʃ ə n ə l
VOID, v ˈɔɪ d
VOLKSWAGEN, v ˈəʊ l k s w ˌæ g ə n
VOLLEYBALL, v ˈɒ l iː b ˌɔː l
VOLTAGE, v ˈəʊ l t ɪ dʒ
VOLUNTEER, v ˌɒ l ə n t ˈɪə
VOLVO, v ˈəʊ l v əʊ
VOTED, v ˈəʊ t ɪ d
VOYEUR(1), v w aɪ ˈɜː
VOYEUR(2), v ɔɪ ˈɜː
VULNERABILITY, v ˌɐ l n ə ɹ ə b ˈɪ l ɪ t iː
WALLACE, w ˈɔː l ɪ s
WALLPAPERS, w ˈɔː l p ˌeɪ p ə z
WANNA, w ˈɒ n ə
WARMING, w ˈɔː m ɪ ŋ
WARNER, w ˈɔː n ə
WARNINGS, w ˈɔː n ɪ ŋ z
WARRANT, w ˈɒ ɹ ə n t
WARRANTIES, w ˈɒ ɹ ə n t iː z
WARRANTY, w ˈɒ ɹ ə n t iː
WARRIOR, w ˈɒ ɹ ɪ ə
WATCHES, w ˈɒ tʃ ɪ z
WATSON, w ˈɒ t s ə n
WATT, w ˈɒ t
WATTS, w ˈɒ t s
WEBMASTER, w ˈɛ b m ˌɑː s t ə
WEBSTER, w ˈɛ b s t ə
WELLINGTON, w ˈɛ l ɪ ŋ t ə n
WELLNESS, w ˈɛ l n ə s
WHEAT, w ˈiː t
WHOLESALE, h ˈəʊ l s ˌeɪ l
WICHITA, w ˈɪ tʃ ɪ t ˌɔː
WIKI, w ˈɪ k iː
WIKIPEDIA, w ˈɪ k ɪ p ˌiː d ɪə
WILDERNESS, w ˈɪ l d ə n ə s
WIRED, w ˈaɪ ə d
WIRELESS, w ˈaɪ ə l ɪ s
WISCONSIN, w ɪ s k ˈɒ n s ɪ n
WITNESSES, w ˈɪ t n ə s ɪ z
WIZARD, w ˈɪ z ə d
WOLF, w ˈʊ l f
WORKPLACE, w ˈɜː k p l ˌeɪ s
WORKSHOPS, w ˈɜː k ʃ ˌɒ p s
WORLDS, w ˈɜː l d z
WORLDWIDE, w ˈɜː l d w ˈaɪ d
WYOMING, w ˌaɪ ˈəʊ m ɪ ŋ
YAHOO(1), j ˈɑː h ˌuː
YAHOO(2), j ə h ˈuː
YAMAHA(1), j ˈɑː m ə h ə
YAMAHA(2), j ə m ˈɑː h ə
YIELD, j ˈiː l d
YOGA, j ˈəʊ g ə
ZAMBIA, z ˈæ m b ɪə
ZIMBABWE(1), z ɪ m b ˈɑː b w eɪ
ZIMBABWE(2), z ɪ m b ˈɑː b w iː
ZONES, z ˈəʊ n z
ZONING, z ˈəʊ n ɪ ŋ
ZOO, z ˈuː
ZOOM, z ˈuː m
